City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Date,Current Description
225,Beringovskiy,RU,63.05,179.3167,52.07,93,100,7.07,2022-08-15 16:18:21,light rain
226,Klaksvik,FO,62.2266,-6.589,52.72,90,100,18.21,2022-08-15 16:18:21,overcast clouds
227,Kloulklubed,PW,7.0419,134.2556,75.7,69,88,3.96,2022-08-15 16:18:22,overcast clouds
228,Pacific Grove,US,36.6177,-121.9166,59.02,93,100,8.01,2022-08-15 16:13:27,mist
229,Stokmarknes,NO,68.5646,14.9108,67.98,68,0,4.61,2022-08-15 16:18:23,clear sky
230,Beyneu,KZ,45.3167,55.2,96.53,15,3,9.66,2022-08-15 16:18:23,clear sky
231,Port Alfred,ZA,-33.5906,26.891,52.18,83,93,3.67,2022-08-15 16:18:24,overcast clouds
232,Conceicao Do Araguaia,BR,-8.2578,-49.2647,98.02,19,6,6.8,2022-08-15 16:18:24,clear sky
233,Flinders,AU,-34.5833,150.8552,50.25,76,62,1.99,2022-08-15 16:18:25,broken clouds
234,Yulara,AU,-25.2406,130.9889,54.97,40,0,9.08,2022-08-15 16:18:25,clear sky
235,Mackay,AU,-21.15,149.2,58.39,53,18,6.58,2022-08-15 16:18:26,few clouds
236,Honiara,SB,-9.4333,159.95,76.3,87,99,3.51,2022-08-15 16:18:26,overcast clouds
237,Waipawa,NZ,-41.4122,175.5153,42.67,83,97,5.68,2022-08-15 16:18:27,moderate rain
238,Isla Vista,US,34.4133,-119.861,90.34,77,0,5.75,2022-08-15 16:18:27,clear sky
239,Fengcheng,CN,40.4536,124.0717,64.35,93,0,5.3,2022-08-15 16:18:28,clear sky
240,Letpadan,MM,17.7833,95.75,77.47,93,85,4.76,2022-08-15 16:18:28,overcast clouds
241,Mayya,RU,61.7333,130.2811,54.72,97,82,3.87,2022-08-15 16:18:29,broken clouds
242,Pietrari,RO,45.1,24.1333,76.06,60,100,3.74,2022-08-15 16:18:29,light rain
243,Galle,LK,6.0367,80.217,79.16,86,79,7.02,2022-08-15 16:18:29,broken clouds
244,Santa Maria,BR,-29.6842,-53.8069,68.85,82,100,8.68,2022-08-15 16:18:30,overcast clouds
245,Luwuk,ID,-0.9516,122.7875,76.21,86,100,6.62,2022-08-15 16:18:30,overcast clouds
246,Wahpeton,US,46.2652,-96.6059,75.92,78,0,14.97,2022-08-15 16:18:31,clear sky
247,Lamar,US,33.6668,-95.5836,96.64,49,0,8.05,2022-08-15 16:18:31,clear sky
248,Atambua,ID,-9.1061,124.8925,69.1,85,57,5.21,2022-08-15 16:18:31,broken clouds
249,Northam,GB,51.0333,-4.2167,66.25,72,76,8.61,2022-08-15 16:18:32,broken clouds
250,Lubu,CN,23.1742,112.2809,80.82,88,68,1.68,2022-08-15 16:18:32,broken clouds
251,Solnechnyy,RU,50.7214,136.6319,57.85,88,0,2.98,2022-08-15 16:18:33,clear sky
252,Sinnamary,GF,5.3833,-52.95,84.15,65,14,7.56,2022-08-15 16:18:33,few clouds
253,Sayyan,YE,15.1718,44.3244,67.77,56,100,0.49,2022-08-15 16:18:33,overcast clouds
254,Rabo De Peixe,PT,37.8,-25.5833,78.31,65,20,12.66,2022-08-15 16:18:34,few clouds
255,Bubaque,GW,11.2833,-15.8333,80.94,81,89,16.51,2022-08-15 16:18:34,overcast clouds
256,Tomatlan,MX,19.9333,-105.25,83.77,70,98,1.66,2022-08-15 16:18:34,overcast clouds
257,Naryan-Mar,RU,67.6713,53.087,50.9,68,66,15.86,2022-08-15 16:18:35,broken clouds
258,Havelock,US,34.8791,-76.9013,82.94,69,89,3.18,2022-08-15 16:18:35,overcast clouds
259,Makkaveyevo,RU,51.7533,113.9454,58.06,76,31,1.5,2022-08-15 16:18:35,scattered clouds
260,Tougan,BF,13.0667,-3.0667,89.83,51,100,7.72,2022-08-15 16:18:36,overcast clouds
261,Banswara,IN,23.55,74.45,77.45,91,99,13.06,2022-08-15 16:18:36,heavy intensity rain
262,Karratha,AU,-20.7377,116.8463,74.16,73,0,5.17,2022-08-15 16:18:37,light rain
263,Itarema,BR,-2.9248,-39.9167,89.58,39,4,16.15,2022-08-15 16:15:19,clear sky
264,Paamiut,GL,61.994,-49.6678,44.96,95,99,21.79,2022-08-15 16:18:37,overcast clouds
265,Kerchevskiy,RU,59.946,56.2884,58.87,70,88,5.35,2022-08-15 16:18:38,overcast clouds
266,Lasa,IT,46.6166,10.7002,74.28,70,49,3.13,2022-08-15 16:18:38,scattered clouds
267,Houma,US,29.5958,-90.7195,90.0,76,3,2.84,2022-08-15 16:15:00,clear sky
268,Saint-Augustin,CA,51.226,-58.6502,62.17,84,100,14.56,2022-08-15 16:18:38,overcast clouds
269,Cabo San Lucas,MX,22.8909,-109.9124,90.61,51,75,8.05,2022-08-15 16:16:25,broken clouds
270,Nicoya,CR,10.1483,-85.452,83.25,72,15,2.86,2022-08-15 16:18:39,few clouds
271,Pucallpa,PE,-8.3791,-74.5539,93.15,40,12,2.77,2022-08-15 16:18:40,few clouds
272,Boden,SE,65.8252,21.6886,62.6,71,100,5.82,2022-08-15 16:19:40,overcast clouds
273,Mubarakpur,IN,26.09,83.2922,84.29,69,25,15.88,2022-08-15 16:19:40,scattered clouds
274,Bani,DO,18.2833,-70.3333,89.85,55,0,12.12,2022-08-15 16:19:41,clear sky
275,Quesnel,CA,52.9999,-122.5029,59.5,94,100,2.3,2022-08-15 16:19:41,mist
276,Chilca,PE,-12.5211,-76.7372,63.37,74,59,7.23,2022-08-15 16:19:41,broken clouds
277,Taveta,KE,-3.3963,37.6736,74.73,59,81,11.72,2022-08-15 16:19:42,broken clouds
278,Mayumba,GA,-3.432,10.6554,72.84,75,100,7.87,2022-08-15 16:19:42,overcast clouds
279,Chapais,CA,49.7834,-74.8492,71.38,57,58,6.49,2022-08-15 16:19:43,broken clouds
280,Marovoay,MG,-16.1,46.6333,72.75,64,6,6.46,2022-08-15 16:19:43,clear sky
281,Balkanabat,TM,39.5108,54.3671,97.25,13,0,7.9,2022-08-15 16:19:43,clear sky
282,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,92.66,45,9,2.84,2022-08-15 16:19:44,clear sky
283,Lander,US,42.833,-108.7307,75.79,53,0,3.44,2022-08-15 16:19:44,clear sky
284,Xiaoshi,CN,41.2971,124.1209,65.25,99,95,3.47,2022-08-15 16:19:44,overcast clouds
285,Biograd Na Moru,HR,43.9433,15.4519,83.1,54,24,13.11,2022-08-15 16:19:45,few clouds
286,Vagur,FO,61.4732,-6.8119,51.42,84,94,11.27,2022-08-15 16:19:29,overcast clouds
287,Les Cayes,HT,18.2,-73.75,88.07,59,6,9.69,2022-08-15 16:19:45,clear sky
288,Krasnoselkup,RU,65.7,82.4667,54.09,83,100,19.64,2022-08-15 16:19:45,overcast clouds
289,Catamarca,AR,-28.4696,-65.7852,75.78,17,0,11.01,2022-08-15 16:19:46,clear sky
290,Lysva,RU,58.1086,57.8053,58.32,64,69,1.92,2022-08-15 16:19:46,broken clouds
291,Pyaozerskiy,RU,65.8333,31.1667,65.17,85,100,3.71,2022-08-15 16:19:46,overcast clouds
292,Ulaangom,MN,49.9811,92.0667,64.56,44,6,10.45,2022-08-15 16:19:47,clear sky
293,Kampot,KH,10.6167,104.1833,82.45,84,99,6.51,2022-08-15 16:19:47,overcast clouds
294,Mopti,ML,14.6667,-4.0,99.09,30,49,4.27,2022-08-15 16:19:48,scattered clouds
295,Calamar,CO,10.2511,-74.9146,85.73,69,51,6.13,2022-08-15 16:19:48,broken clouds
296,Sitka,US,57.0531,-135.33,57.09,82,75,3.44,2022-08-15 16:19:48,broken clouds
297,Guerrero Negro,MX,27.9769,-114.0611,76.71,64,10,10.0,2022-08-15 16:19:49,clear sky
298,Tazovskiy,RU,67.4667,78.7,44.28,94,100,13.49,2022-08-15 16:16:31,light rain
299,Pogar,RU,52.554,33.2591,76.28,59,100,8.28,2022-08-15 16:19:49,overcast clouds
300,Dukat,RU,62.55,155.55,46.98,90,100,8.01,2022-08-15 16:19:50,overcast clouds
301,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,54.19,100,75,11.18,2022-08-15 16:19:50,broken clouds
302,Agaro,ET,7.85,36.65,62.73,95,78,1.77,2022-08-15 16:19:50,moderate rain
303,Hambantota,LK,6.1241,81.1185,79.54,85,80,12.77,2022-08-15 16:19:51,broken clouds
304,Kongolo,CD,-5.3833,27.0,87.12,41,93,5.79,2022-08-15 16:19:51,overcast clouds
305,Baykit,RU,61.67,96.37,51.17,97,100,3.24,2022-08-15 16:19:51,light rain
306,Mozhaysk,RU,55.5019,36.0272,74.03,56,55,5.46,2022-08-15 16:19:52,broken clouds
307,Ahuimanu,US,21.4447,-157.8378,76.86,80,75,3.44,2022-08-15 16:19:52,broken clouds
308,Acarau,BR,-2.8856,-40.12,88.92,42,4,14.97,2022-08-15 16:19:52,clear sky
309,Lagunas,PE,-5.2269,-75.6753,88.83,51,59,3.51,2022-08-15 16:19:53,broken clouds
310,Xichang,CN,27.8964,102.2634,68.67,89,100,2.26,2022-08-15 16:19:53,overcast clouds
311,Newport,GB,51.5877,-2.9984,80.11,64,94,8.21,2022-08-15 16:15:33,overcast clouds
312,Bon Accord,CA,53.8335,-113.4187,71.55,70,26,6.38,2022-08-15 16:19:54,scattered clouds
313,Gravelbourg,CA,49.8834,-106.5512,73.67,47,0,8.46,2022-08-15 16:19:57,clear sky
314,Laem Sing,TH,12.4816,102.0738,83.14,100,100,15.82,2022-08-15 16:19:58,overcast clouds
315,Lorengau,PG,-2.0226,147.2712,79.25,71,100,3.09,2022-08-15 16:19:58,overcast clouds
316,Tautira,PF,-17.7333,-149.15,77.83,77,84,16.33,2022-08-15 16:19:58,broken clouds
317,Johnston,US,35.5335,-78.3997,75.99,90,40,1.01,2022-08-15 16:20:59,scattered clouds
318,Sabang,ID,5.8933,95.3214,83.44,76,14,19.33,2022-08-15 16:16:44,few clouds
319,Deer Lake,CA,49.1667,-57.4316,69.66,83,75,10.36,2022-08-15 16:20:59,broken clouds
320,Mangan,IN,27.5167,88.5333,73.98,92,94,2.04,2022-08-15 16:21:00,overcast clouds
321,Geraldton,AU,-28.7667,114.6,68.41,94,75,18.41,2022-08-15 16:21:00,moderate rain
322,Nakapiripirit,UG,1.9167,34.7833,68.11,80,52,0.76,2022-08-15 16:21:00,moderate rain
323,Olafsvik,IS,64.8945,-23.7142,48.29,65,77,7.29,2022-08-15 16:21:01,broken clouds
324,Sawtell,AU,-30.3833,153.1,50.18,93,42,3.44,2022-08-15 16:21:01,scattered clouds
325,Puerto Carreno,CO,6.189,-67.4859,84.18,70,40,3.44,2022-08-15 16:21:01,scattered clouds
326,Derzhavinsk,KZ,51.1,66.3167,64.45,37,0,8.12,2022-08-15 16:21:02,clear sky
327,Honningsvag,NO,70.9821,25.9704,51.55,87,75,11.5,2022-08-15 16:21:02,broken clouds
328,Turbat,PK,26.0023,63.044,84.72,75,100,2.95,2022-08-15 16:21:03,overcast clouds
329,Ranibennur,IN,14.6167,75.6167,71.06,87,100,9.19,2022-08-15 16:21:03,overcast clouds
330,Baneh,IR,35.9975,45.8853,80.96,13,0,4.9,2022-08-15 16:21:04,clear sky
331,Henties Bay,NA,-22.116,14.2845,58.66,73,2,10.6,2022-08-15 16:21:04,clear sky
332,Numbrecht,DE,50.9,7.55,78.17,66,61,2.86,2022-08-15 16:21:04,broken clouds
333,Porto De Moz,BR,-1.7483,-52.2383,93.4,42,4,3.71,2022-08-15 16:21:05,clear sky
334,Sibu,MY,2.3,111.8167,73.71,88,40,9.22,2022-08-15 16:21:05,scattered clouds
335,Comodoro Rivadavia,AR,-45.8667,-67.5,49.86,40,0,31.07,2022-08-15 16:20:36,clear sky
336,Dehloran,IR,32.6941,47.2679,106.03,9,0,9.8,2022-08-15 16:21:06,clear sky
337,Puerto Escondido,MX,15.85,-97.0667,86.83,66,40,6.91,2022-08-15 16:21:07,scattered clouds
338,Nosy Varika,MG,-20.5833,48.5333,69.85,84,0,12.5,2022-08-15 16:21:07,clear sky
339,Skibbereen,IE,51.55,-9.2667,66.11,79,99,2.84,2022-08-15 16:21:08,overcast clouds
340,Pinawa,CA,50.1489,-95.8811,78.08,43,2,5.57,2022-08-15 16:21:08,clear sky
341,Mongagua,BR,-24.0931,-46.6208,89.22,43,0,6.24,2022-08-15 16:21:08,clear sky
342,Sandakan,MY,5.8402,118.1179,71.28,94,40,5.75,2022-08-15 16:20:20,scattered clouds
343,Zhaodong,CN,46.0833,125.9833,64.29,89,92,3.67,2022-08-15 16:21:09,overcast clouds
344,General Roca,AR,-39.0333,-67.5833,52.63,31,46,32.7,2022-08-15 16:21:10,scattered clouds
345,Dossor,KZ,47.5272,52.9811,90.99,18,0,8.21,2022-08-15 16:21:10,clear sky
346,Shubarshi,KZ,48.5872,57.1869,86.47,21,6,23.49,2022-08-15 16:21:11,clear sky
347,The Valley,AI,18.217,-63.0578,89.46,89,40,6.91,2022-08-15 16:21:11,scattered clouds
348,Ayan,RU,56.45,138.1667,55.13,94,94,3.6,2022-08-15 16:21:12,overcast clouds
349,Cap Malheureux,MU,-19.9842,57.6142,70.47,70,97,8.01,2022-08-15 16:21:12,overcast clouds
350,Colac,AU,-38.3333,143.5833,49.84,95,99,9.1,2022-08-15 16:21:12,light rain
351,Maniitsoq,GL,65.4167,-52.9,43.74,94,100,23.15,2022-08-15 16:21:13,moderate rain
352,Malanje,AO,-9.5402,16.341,88.16,14,52,5.26,2022-08-15 16:21:13,broken clouds
353,Sahagun,CO,8.9462,-75.4427,81.57,76,95,4.88,2022-08-15 16:21:14,overcast clouds
354,Dandong,CN,40.1292,124.3947,65.17,91,0,5.66,2022-08-15 16:19:19,clear sky
355,Backo Petrovo Selo,RS,45.7081,20.0753,86.0,33,94,7.94,2022-08-15 16:21:14,overcast clouds
356,Enniskerry,IE,53.1925,-6.1692,70.05,82,99,4.45,2022-08-15 16:21:15,overcast clouds
357,Burns Lake,CA,54.2331,-125.7533,56.62,76,83,3.96,2022-08-15 16:21:15,broken clouds
358,Aykhal,RU,66.0,111.5,49.55,99,100,10.6,2022-08-15 16:21:16,light rain
359,Port Blair,IN,11.6667,92.75,80.91,80,72,9.95,2022-08-15 16:21:16,broken clouds
360,West Wendover,US,40.7391,-114.0733,78.01,36,0,0.0,2022-08-15 16:17:19,clear sky
361,Mpongwe,ZM,-13.5091,28.155,77.22,16,0,5.61,2022-08-15 16:21:17,clear sky
362,Terrace Bay,CA,48.7834,-87.1,63.64,70,31,3.98,2022-08-15 16:21:17,scattered clouds
363,Pochutla,MX,15.7432,-96.4661,88.83,64,85,4.83,2022-08-15 16:21:18,overcast clouds
364,Pontianak,ID,-0.0333,109.3333,80.58,83,75,2.3,2022-08-15 16:22:18,broken clouds
365,Morant Bay,JM,17.8815,-76.4093,94.71,61,6,8.43,2022-08-15 16:22:18,clear sky
366,Vestmanna,FO,62.1564,-7.1664,50.92,76,40,19.57,2022-08-15 16:22:19,scattered clouds
367,Nalut,LY,30.3333,10.85,103.17,12,0,2.66,2022-08-15 16:22:20,clear sky
368,Ampanihy,MG,-24.7,44.75,73.72,56,92,15.75,2022-08-15 16:22:20,overcast clouds
369,Koslan,RU,63.4564,48.8989,60.73,60,51,3.38,2022-08-15 16:22:20,broken clouds
370,Dunedin,NZ,-45.8742,170.5036,48.79,84,100,10.0,2022-08-15 16:22:21,light rain
371,Kralendijk,BQ,12.15,-68.2667,89.58,62,40,11.5,2022-08-15 16:22:21,scattered clouds
372,Fairbanks,US,64.8378,-147.7164,53.6,94,75,0.0,2022-08-15 16:20:03,fog
373,Tabou,CI,4.423,-7.3528,76.82,77,99,13.4,2022-08-15 16:22:22,overcast clouds
374,Alice Springs,AU,-23.7,133.8833,52.21,50,0,0.0,2022-08-15 16:22:22,clear sky
375,Zambezi,ZM,-13.5432,23.1047,82.74,12,50,4.29,2022-08-15 16:22:23,scattered clouds
376,Grants,US,35.1473,-107.8514,70.03,52,0,5.75,2022-08-15 16:16:49,clear sky
377,Strezhevoy,RU,60.7333,77.5889,45.19,93,100,15.12,2022-08-15 16:22:23,light rain
378,Konstantinovka,RU,49.6167,127.9833,61.63,85,1,4.83,2022-08-15 16:22:24,clear sky
379,Salta,AR,-24.7859,-65.4117,83.57,10,0,9.22,2022-08-15 16:19:54,clear sky
380,Nantucket,US,41.2835,-70.0995,77.11,55,0,9.22,2022-08-15 16:22:25,clear sky
381,Yaan,NG,7.3833,8.5667,73.11,92,96,9.17,2022-08-15 16:22:25,moderate rain
382,Hamilton,US,39.1834,-84.5333,77.74,71,75,9.22,2022-08-15 16:22:25,broken clouds
383,Yarmouth,US,41.7057,-70.2286,81.14,47,0,9.22,2022-08-15 16:22:26,clear sky
384,Flin Flon,CA,54.7682,-101.865,67.84,83,75,9.22,2022-08-15 16:22:26,broken clouds
385,Mancio Lima,BR,-7.6142,-72.8958,86.07,70,38,4.61,2022-08-15 16:22:27,scattered clouds
386,Timra,SE,62.487,17.3257,69.67,82,0,9.22,2022-08-15 16:22:27,clear sky
387,Nizhniy Kuranakh,RU,58.8353,125.4869,51.75,86,95,3.02,2022-08-15 16:22:28,overcast clouds
388,Basco,PH,20.4487,121.9702,83.43,77,100,12.21,2022-08-15 16:22:28,overcast clouds
389,Lompoc,US,34.6391,-120.4579,62.62,96,100,4.61,2022-08-15 16:14:40,mist
390,Chala,TZ,-7.5833,31.2667,70.81,34,69,2.86,2022-08-15 16:22:28,broken clouds
391,Natal,BR,-5.795,-35.2094,86.22,51,20,19.57,2022-08-15 16:22:29,few clouds
392,Bambari,CF,5.768,20.6757,73.9,87,100,3.89,2022-08-15 16:22:29,light rain
393,Tikrit,IQ,34.6071,43.6782,99.57,15,0,13.11,2022-08-15 16:22:30,clear sky
394,Abu Samrah,SY,35.3029,37.1841,86.52,27,0,15.48,2022-08-15 16:22:30,clear sky
395,Ulladulla,AU,-35.35,150.4667,49.24,76,38,6.76,2022-08-15 16:22:30,scattered clouds
396,Hurricane,US,37.1753,-113.2899,79.59,58,100,3.71,2022-08-15 16:21:17,overcast clouds
397,Mehamn,NO,71.0357,27.8492,55.35,71,75,6.91,2022-08-15 16:22:31,broken clouds
398,Ayacucho,PE,-13.1583,-74.2239,67.86,26,20,2.3,2022-08-15 16:22:31,few clouds
399,Chumikan,RU,54.7183,135.315,53.73,98,95,3.83,2022-08-15 16:22:32,light rain
400,Tessalit,ML,20.1986,1.0114,107.6,9,4,7.81,2022-08-15 16:22:32,clear sky
401,Upata,VE,8.0086,-62.3989,85.19,53,8,6.13,2022-08-15 16:22:32,clear sky
402,Marzuq,YE,14.4,46.4667,83.8,61,64,10.65,2022-08-15 16:22:33,broken clouds
403,Zvishavane,ZW,-20.3267,30.0665,68.67,37,0,7.94,2022-08-15 16:22:33,clear sky
404,Carutapera,BR,-1.195,-46.02,87.76,53,49,9.6,2022-08-15 16:22:33,scattered clouds
405,Hay River,CA,60.8156,-115.7999,66.18,77,75,5.75,2022-08-15 16:22:34,broken clouds
406,Chegutu,ZW,-18.1302,30.1407,73.65,17,0,3.38,2022-08-15 16:22:34,clear sky
407,Khobi,GE,42.3156,41.8987,78.46,83,1,4.97,2022-08-15 16:22:34,clear sky
408,Sola,VU,-13.8833,167.55,79.63,79,99,15.08,2022-08-15 16:22:35,overcast clouds
409,Port-Cartier,CA,50.0334,-66.8654,73.62,51,68,4.81,2022-08-15 16:22:35,broken clouds
410,Yerbogachen,RU,61.2767,108.0108,51.03,88,100,3.83,2022-08-15 16:22:35,overcast clouds
411,Lapua,FI,62.9693,23.0088,82.31,52,8,3.98,2022-08-15 16:22:36,clear sky
412,Sobolevo,RU,54.4299,31.8996,73.45,72,78,7.96,2022-08-15 16:22:36,broken clouds
413,Margate,GB,51.3813,1.3862,78.87,67,97,4.0,2022-08-15 16:23:37,overcast clouds
414,Champerico,GT,14.3,-91.9167,84.74,77,99,6.2,2022-08-15 16:23:37,overcast clouds
415,Moose Factory,CA,51.2585,-80.6094,69.8,52,0,10.36,2022-08-15 16:23:37,clear sky
416,Kupang,ID,-10.1667,123.5833,75.65,76,37,11.21,2022-08-15 16:23:38,scattered clouds
417,Raga,SS,8.4596,25.678,72.54,95,100,1.9,2022-08-15 16:23:38,light rain
418,Hofn,IS,64.2539,-15.2082,49.48,69,17,14.23,2022-08-15 16:23:38,few clouds
419,Tongliao,CN,43.6125,122.2653,64.26,91,75,9.22,2022-08-15 16:23:39,broken clouds
420,Santa Rosa,PH,14.3122,121.1114,78.78,90,100,5.46,2022-08-15 16:22:24,overcast clouds
421,Namatanai,PG,-3.6667,152.4333,77.65,83,100,3.53,2022-08-15 16:23:39,overcast clouds
422,Gomel,BY,52.4345,30.9754,82.38,44,0,13.42,2022-08-15 16:23:39,clear sky
423,Nueva Loja,EC,0.0847,-76.8828,80.62,74,0,4.61,2022-08-15 16:23:40,clear sky
424,Moranbah,AU,-22.0016,148.0466,53.15,37,0,6.58,2022-08-15 16:23:40,clear sky
425,Ossora,RU,59.2353,163.0719,54.64,99,100,10.04,2022-08-15 16:23:40,heavy intensity rain
426,Breytovo,RU,58.2993,37.8617,70.83,71,96,6.73,2022-08-15 16:23:41,overcast clouds
427,Ewo,CG,-0.8725,14.8206,92.46,24,75,2.77,2022-08-15 16:23:41,broken clouds
428,Portland,US,45.5234,-122.6762,72.57,73,20,5.99,2022-08-15 16:20:36,few clouds
429,Codrington,AU,-38.2667,141.9667,52.7,88,100,22.7,2022-08-15 16:23:42,overcast clouds
430,Port-Gentil,GA,-0.7193,8.7815,78.76,73,75,14.97,2022-08-15 16:23:42,broken clouds
431,Nouakchott,MR,18.0858,-15.9785,85.93,71,49,14.05,2022-08-15 16:19:48,scattered clouds
432,Sassandra,CI,4.95,-6.0833,76.8,79,99,12.62,2022-08-15 16:23:42,overcast clouds
433,Coquimbo,CL,-29.9533,-71.3436,60.53,72,20,9.22,2022-08-15 16:23:43,few clouds
434,Yumen,CN,40.2833,97.2,79.14,20,65,6.08,2022-08-15 16:23:43,broken clouds
435,Bilma,NE,18.6853,12.9164,99.1,25,64,5.19,2022-08-15 16:23:44,broken clouds
436,Sisimiut,GL,66.9395,-53.6735,46.76,87,100,7.54,2022-08-15 16:23:44,moderate rain
437,Linxia,CN,35.6003,103.2064,61.47,86,15,0.51,2022-08-15 16:23:44,few clouds
438,Altay,CN,47.8667,88.1167,64.44,50,0,4.52,2022-08-15 16:23:45,clear sky
439,Kuching,MY,1.55,110.3333,75.42,83,20,3.44,2022-08-15 16:23:45,moderate rain
440,Mushie,CD,-3.0167,16.9,95.13,22,98,4.27,2022-08-15 16:23:45,overcast clouds
441,Bonavista,CA,48.6499,-53.1147,68.85,86,94,12.35,2022-08-15 16:23:46,overcast clouds
442,Sukhumi,GE,43.0033,41.0153,78.69,86,0,2.75,2022-08-15 16:23:46,clear sky
443,Sambava,MG,-14.2667,50.1667,70.0,86,75,9.89,2022-08-15 16:23:46,light rain
444,Burgeo,CA,47.6167,-57.6152,67.39,84,100,14.65,2022-08-15 16:23:47,overcast clouds
445,Katangli,RU,51.7102,143.2326,54.36,99,95,4.07,2022-08-15 16:23:47,overcast clouds
446,Sinyavskoye,RU,47.277,39.2789,97.75,23,18,17.02,2022-08-15 16:23:21,few clouds
447,Tibu,CO,8.639,-72.7358,91.24,49,17,2.04,2022-08-15 16:23:48,few clouds
448,Altamira,BR,-3.2033,-52.2064,87.89,79,40,8.05,2022-08-15 16:23:48,scattered clouds
449,Muttupet,IN,10.4,79.4833,83.73,76,24,8.99,2022-08-15 16:23:48,few clouds
450,Mitu,CO,1.1983,-70.1733,82.62,72,40,1.9,2022-08-15 16:23:49,scattered clouds
451,Jiaxing,CN,30.7522,120.75,83.68,74,100,7.81,2022-08-15 16:23:49,overcast clouds
452,Saint-Remi,CA,45.2668,-73.6159,80.58,50,89,3.44,2022-08-15 16:23:49,overcast clouds
